Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
314133984,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,16,00,00,
314134781,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
314135795,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
314138960,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
314139736,0000047E,false,Rx,4,6,8B,29,0B,27,0B,25,00,00,
314140780,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
314961175,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
315057680,00000460,false,Rx,4,6,8B,10,0B,0F,0B,18,00,00,
315058457,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
315065956,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
315066885,00000460,false,Rx,4,8,8B,07,0B,08,0B,12,0B,12,
315067808,00000470,false,Rx,4,8,8B,12,0B,12,0B,13,0B,11,
315068791,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
315069805,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,17,0B,18,
315070796,00000470,false,Rx,4,8,80,02,0B,1A,0B,1B,0B,18,
315071731,00000460,false,Rx,4,8,8B,0E,0B,10,0B,1B,0B,1B,
315072733,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
315073645,00000470,false,Rx,4,8,8B,1A,0B,1B,0B,1A,0B,1C,
315074556,00000463,false,Rx,4,8,8B,12,0B,13,0B,1D,0B,1D,
315075479,00000473,false,Rx,4,8,8B,1C,0B,1F,0B,1F,0B,1D,
315076482,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
315077476,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
315113979,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
315114888,00000478,false,Rx,4,8,8B,14,0B,11,0B,13,0B,12,
315115872,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
315124633,0000046A,false,Rx,4,8,8B,0F,0B,10,0B,19,0B,1B,
315125522,0000047A,false,Rx,4,8,8B,1B,0B,1B,0B,19,0B,19,
315126507,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
315133455,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1C,00,00,
315134242,0000047C,false,Rx,4,6,8B,1D,0B,1E,0B,1C,00,00,
315135246,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
315137994,0000046D,false,Rx,4,6,8B,0D,0B,0D,0B,16,00,00,
315138802,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
315139825,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
315143000,0000046E,false,Rx,4,6,8B,1A,0B,19,0B,28,00,00,
315143777,0000047E,false,Rx,4,6,8B,29,0B,27,0B,26,00,00,
315144822,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
315963502,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
316060005,00000460,false,Rx,4,6,8B,10,0B,0F,0B,18,00,00,
316060772,00000470,false,Rx,4,6,8B,19,0B,19,0B,1A,00,00,
316061685,00000460,false,Rx,4,8,8B,08,0B,09,0B,12,0B,12,
316062585,00000460,false,Rx,4,8,8B,11,0B,11,0B,1C,0B,1B,
316063498,00000470,false,Rx,4,8,8B,12,0B,12,0B,11,0B,12,
316064399,00000470,false,Rx,4,8,8B,18,0B,19,0B,1B,0B,1D,
316066158,00000460,false,Rx,4,8,8B,0E,0B,0E,0B,17,0B,18,
316067174,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
316068105,00000470,false,Rx,4,8,80,01,0B,1A,0B,1B,0B,18,
316069169,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
316070142,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
316071236,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
316076701,00000463,false,Rx,4,8,8B,11,0B,12,0B,1E,0B,1D,
316077610,00000473,false,Rx,4,8,8B,1C,0B,1E,0B,1D,0B,1D,
316078605,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
316116301,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
316117220,00000478,false,Rx,4,8,8B,12,0B,11,0B,12,0B,12,
316118204,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
316126957,0000046A,false,Rx,4,8,8B,0F,0B,10,0B,1A,0B,1B,
316127866,0000047A,false,Rx,4,8,8B,1A,0B,1B,0B,1A,0B,1A,
316128850,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
316135747,0000046C,false,Rx,4,6,8B,13,0B,11,0B,1C,00,00,
316136553,0000047C,false,Rx,4,6,8B,1E,0B,1E,0B,1C,00,00,
316137557,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
316140336,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
316141123,0000047D,false,Rx,4,6,8B,17,0B,17,0B,16,00,00,
316142137,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
316145323,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
316146100,0000047E,false,Rx,4,6,8B,29,0B,27,0B,26,00,00,
316147154,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
316964754,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
317061277,00000460,false,Rx,4,6,8B,10,0B,10,0B,18,00,00,
317062216,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,18,0B,18,
317063130,00000460,false,Rx,4,8,8B,08,0B,09,0B,12,0B,12,
317064142,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
317065045,00000470,false,Rx,4,8,8B,11,0B,13,0B,12,0B,11,
317065956,00000470,false,Rx,4,8,80,01,0B,19,0B,1B,0B,18,
317066940,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
317068023,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
317068855,00000470,false,Rx,4,6,8B,19,0B,19,0B,1A,00,00,
317077981,00000463,false,Rx,4,8,8B,12,0B,12,0B,1C,0B,1E,
317078910,00000473,false,Rx,4,8,8B,1E,0B,1E,0B,1D,0B,1D,
317079894,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
317083008,00000460,false,Rx,4,8,8B,12,0B,11,0B,1C,0B,1A,
317083928,00000470,false,Rx,4,8,8B,18,0B,1A,0B,1C,0B,1B,
317084932,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
317117560,00000468,false,Rx,4,8,8B,09,0B,0B,0B,13,0B,12,
317118470,00000478,false,Rx,4,8,8B,13,0B,12,0B,13,0B,12,
317119453,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
317128216,0000046A,false,Rx,4,8,8B,0F,0B,12,0B,18,0B,1A,
317129136,0000047A,false,Rx,4,8,8B,1A,0B,18,0B,18,0B,1A,
317130120,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
317137027,0000046C,false,Rx,4,6,8B,12,0B,10,0B,1C,00,00,
317137824,0000047C,false,Rx,4,6,8B,1E,0B,1E,0B,1C,00,00,
317138828,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
317141594,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
317142382,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
317143396,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
317146591,0000046E,false,Rx,4,6,8B,1B,0B,18,0B,28,00,00,
317147368,0000047E,false,Rx,4,6,8B,29,0B,27,0B,26,00,00,
317148403,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
317965270,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
318061794,00000460,false,Rx,4,6,8B,10,0B,10,0B,18,00,00,
318062723,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,18,0B,18,
318064037,00000460,false,Rx,4,8,8B,11,0B,11,0B,1B,0B,1B,
318064940,00000460,false,Rx,4,8,8B,08,0B,09,0B,13,0B,12,
318065843,00000470,false,Rx,4,8,8B,19,0B,18,0B,19,0B,1B,
318066766,00000470,false,Rx,4,8,8B,12,0B,12,0B,13,0B,11,
318067771,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
318068753,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
318069685,00000470,false,Rx,4,8,80,02,0B,19,0B,1C,0B,18,
318070770,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
318071601,00000470,false,Rx,4,6,8B,19,0B,19,0B,18,00,00,
318078455,00000463,false,Rx,4,8,8B,11,0B,14,0B,1D,0B,1D,
318079374,00000473,false,Rx,4,8,8B,1E,0B,1D,0B,1F,0B,1D,
318080368,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
318118085,00000468,false,Rx,4,8,8B,0A,0B,0A,0B,13,0B,13,
318118983,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
318119958,000007E8,false,Rx,4,8,0C,ED,00,00,00,00,10,01,
318128741,0000046A,false,Rx,4,8,8B,0E,0B,0F,0B,1A,0B,1B,
318129648,0000047A,false,Rx,4,8,8B,1A,0B,19,0B,18,0B,17,
318130633,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
318137550,0000046C,false,Rx,4,6,8B,13,0B,12,0B,1C,00,00,
318138347,0000047C,false,Rx,4,6,8B,1D,0B,1D,0B,1C,00,00,
318139361,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
318142087,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,16,00,00,
318142886,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
318143910,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
318147095,0000046E,false,Rx,4,6,8B,1C,0B,19,0B,28,00,00,
318147872,0000047E,false,Rx,4,6,8B,29,0B,27,0B,26,00,00,
318148916,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
318965557,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
319062089,00000460,false,Rx,4,6,8B,11,0B,0F,0B,18,00,00,
319062989,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,17,0B,17,
319064332,00000460,false,Rx,4,8,8B,12,0B,11,0B,1C,0B,1D,
319065245,00000460,false,Rx,4,8,8B,08,0B,09,0B,12,0B,13,
319066157,00000470,false,Rx,4,8,8B,1B,0B,1B,0B,1B,0B,1C,
319067070,00000470,false,Rx,4,8,8B,12,0B,12,0B,13,0B,11,
319068074,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
319069057,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
319069992,00000470,false,Rx,4,8,80,02,0B,19,0B,1A,0B,18,
319071074,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
319071917,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
319078761,00000463,false,Rx,4,8,8B,11,0B,12,0B,1F,0B,1E,
319079679,00000473,false,Rx,4,8,8B,1C,0B,1F,0B,1E,0B,1D,
319080675,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
319118371,00000468,false,Rx,4,8,8B,0A,0B,0A,0B,13,0B,13,
319119270,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
319120253,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
319129027,0000046A,false,Rx,4,8,8B,10,0B,10,0B,18,0B,17,
319129935,0000047A,false,Rx,4,8,8B,18,0B,18,0B,19,0B,19,
319130919,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
319137837,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1C,00,00,
319138624,0000047C,false,Rx,4,6,8B,1C,0B,1E,0B,1C,00,00,
319139628,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
319142406,0000046D,false,Rx,4,6,8B,0E,0B,0C,0B,16,00,00,
319143194,0000047D,false,Rx,4,6,8B,17,0B,17,0B,16,00,00,
319144218,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
319147403,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,29,00,00,
319148190,0000047E,false,Rx,4,6,8B,29,0B,26,0B,26,00,00,
319149235,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
319966875,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
320063388,00000460,false,Rx,4,6,8B,10,0B,0F,0B,18,00,00,
320064316,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,17,0B,18,
320065670,00000460,false,Rx,4,8,8B,0E,0B,0E,0B,19,0B,1A,
320066583,00000460,false,Rx,4,8,8B,08,0B,09,0B,12,0B,12,
320067506,00000470,false,Rx,4,8,8B,18,0B,17,0B,18,0B,19,
320068419,00000470,false,Rx,4,8,8B,12,0B,12,0B,12,0B,12,
320069433,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
320070417,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
320071330,00000470,false,Rx,4,8,80,01,0B,19,0B,1B,0B,18,
320072414,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
320073266,00000470,false,Rx,4,6,8B,19,0B,19,0B,19,00,00,
320080071,00000463,false,Rx,4,8,8B,11,0B,13,0B,1E,0B,1E,
320081000,00000473,false,Rx,4,8,8B,1C,0B,1E,0B,1F,0B,1E,
320081993,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
320119679,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,13,
320120579,00000478,false,Rx,4,8,8B,13,0B,10,0B,13,0B,13,
320121562,000007E8,false,Rx,4,8,0C,ED,00,00,00,00,10,01,
320130346,0000046A,false,Rx,4,8,8B,0F,0B,10,0B,18,0B,17,
320131246,0000047A,false,Rx,4,8,8B,1A,0B,1A,0B,1B,0B,1A,
320132229,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
320139136,0000046C,false,Rx,4,6,8B,13,0B,12,0B,1C,00,00,
320139913,0000047C,false,Rx,4,6,8B,1D,0B,1E,0B,1C,00,00,
320140937,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
320143693,0000046D,false,Rx,4,6,8B,0D,0B,0D,0B,17,00,00,
320144491,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
320145504,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
320148709,0000046E,false,Rx,4,6,8B,1A,0B,18,0B,28,00,00,
320149486,0000047E,false,Rx,4,6,8B,29,0B,27,0B,26,00,00,
320150522,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
320972078,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
321068591,00000460,false,Rx,4,6,8B,10,0B,0F,0B,17,00,00,
321069509,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,17,0B,17,
321070834,00000460,false,Rx,4,8,8B,11,0B,10,0B,1A,0B,1B,
321071747,00000460,false,Rx,4,8,8B,08,0B,09,0B,12,0B,13,
321072657,00000470,false,Rx,4,8,8B,1B,0B,1A,0B,19,0B,19,
321073550,00000470,false,Rx,4,8,8B,11,0B,13,0B,11,0B,12,
321074565,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
321075548,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
321076451,00000470,false,Rx,4,8,80,01,0B,19,0B,1B,0B,18,
321085275,00000463,false,Rx,4,8,8B,11,0B,14,0B,1E,0B,1D,
321086194,00000473,false,Rx,4,8,8B,1C,0B,1F,0B,1D,0B,1C,
321087188,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
321091242,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
321092020,00000470,false,Rx,4,6,8B,19,0B,19,0B,19,00,00,
321124892,00000468,false,Rx,4,8,8B,0A,0B,0A,0B,13,0B,13,
321125802,00000478,false,Rx,4,8,8B,13,0B,10,0B,13,0B,12,
321126786,000007E8,false,Rx,4,8,0C,ED,00,00,00,00,10,01,
321135536,0000046A,false,Rx,4,8,8B,0E,0B,0E,0B,18,0B,19,
321136445,0000047A,false,Rx,4,8,8B,1A,0B,1B,0B,1A,0B,19,
321137430,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
321144337,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1D,00,00,
321145124,0000047C,false,Rx,4,6,8B,1C,0B,1E,0B,1C,00,00,
321146139,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
321148887,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,16,00,00,
321149673,0000047D,false,Rx,4,6,8B,15,0B,17,0B,16,00,00,
321150718,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
321153924,0000046E,false,Rx,4,6,8B,1B,0B,18,0B,28,00,00,
321154721,0000047E,false,Rx,4,6,8B,2A,0B,27,0B,26,00,00,
321155744,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
321977605,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
322074138,00000460,false,Rx,4,6,8B,10,0B,0F,0B,18,00,00,
322075036,00000460,false,Rx,4,8,8B,0D,0B,0F,0B,18,0B,18,
322076390,00000460,false,Rx,4,8,8B,0F,0B,0F,0B,19,0B,1A,
322077293,00000460,false,Rx,4,8,8B,08,0B,09,0B,13,0B,12,
322078225,00000470,false,Rx,4,8,8B,18,0B,18,0B,18,0B,19,
322079138,00000470,false,Rx,4,8,8B,12,0B,12,0B,11,0B,12,
322084999,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
322085786,00000470,false,Rx,4,6,8B,1A,0B,18,0B,1A,00,00,
322086791,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
322087772,00000470,false,Rx,4,8,80,02,0B,19,0B,1B,0B,18,
322088756,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
322090811,00000463,false,Rx,4,8,8B,12,0B,11,0B,1E,0B,1E,
322091730,00000473,false,Rx,4,8,8B,1C,0B,1E,0B,1F,0B,1D,
322092725,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
322130416,00000468,false,Rx,4,8,8B,0A,0B,0A,0B,13,0B,12,
322131325,00000478,false,Rx,4,8,8B,13,0B,12,0B,13,0B,13,
322132309,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
322141042,0000046A,false,Rx,4,8,8B,0F,0B,0E,0B,17,0B,19,
322141942,0000047A,false,Rx,4,8,8B,19,0B,19,0B,19,0B,1B,
322142925,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
322149874,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1C,00,00,
322150660,0000047C,false,Rx,4,6,8B,1D,0B,1D,0B,1C,00,00,
322151673,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
322154431,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
322155208,0000047D,false,Rx,4,6,8B,17,0B,17,0B,15,00,00,
322156242,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
322159447,0000046E,false,Rx,4,6,8B,1A,0B,19,0B,29,00,00,
322160224,0000047E,false,Rx,4,6,8B,29,0B,27,0B,26,00,00,
322161270,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
322982092,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
323078602,00000460,false,Rx,4,6,8B,11,0B,0F,0B,19,00,00,
323079379,00000470,false,Rx,4,6,8B,1A,0B,18,0B,1A,00,00,
323080312,00000460,false,Rx,4,8,8B,07,0B,08,0B,12,0B,12,
323081224,00000460,false,Rx,4,8,8B,0F,0B,0E,0B,1A,0B,1B,
323082137,00000470,false,Rx,4,8,8B,11,0B,12,0B,12,0B,12,
323083028,00000470,false,Rx,4,8,8B,1B,0B,1B,0B,1B,0B,1B,
323084386,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
323085388,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
323095294,00000463,false,Rx,4,8,8B,12,0B,13,0B,1C,0B,1E,
323096193,00000473,false,Rx,4,8,8B,1D,0B,1E,0B,1D,0B,1D,
323097186,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
323099752,00000460,false,Rx,4,8,8B,0D,0B,0F,0B,17,0B,18,
323100660,00000470,false,Rx,4,8,80,01,0B,19,0B,1B,0B,18,
323101673,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
323102657,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
323134900,00000468,false,Rx,4,8,8B,09,0B,0B,0B,13,0B,12,
323135788,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,11,
323136772,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
323145563,0000046A,false,Rx,4,8,8B,10,0B,0E,0B,18,0B,1B,
323146453,0000047A,false,Rx,4,8,8B,18,0B,19,0B,1B,0B,18,
323147436,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
323154374,0000046C,false,Rx,4,6,8B,12,0B,12,0B,1D,00,00,
323155161,0000047C,false,Rx,4,6,8B,1D,0B,1E,0B,1C,00,00,
323156154,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
323158911,0000046D,false,Rx,4,6,8B,0D,0B,0D,0B,17,00,00,
323159697,0000047D,false,Rx,4,6,8B,17,0B,17,0B,16,00,00,
323160732,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
323163907,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
323164693,0000047E,false,Rx,4,6,8B,29,0B,27,0B,26,00,00,
323165739,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
323984691,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
324081206,00000460,false,Rx,4,6,8B,10,0B,10,0B,18,00,00,
324081983,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
324090133,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
324091053,00000460,false,Rx,4,8,8B,08,0B,08,0B,12,0B,12,
324091966,00000470,false,Rx,4,8,8B,12,0B,12,0B,12,0B,12,
324092958,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
324093962,00000460,false,Rx,4,8,8B,0D,0B,0F,0B,17,0B,18,
324094934,00000470,false,Rx,4,8,80,01,0B,19,0B,1B,0B,19,
324095837,00000460,false,Rx,4,8,8B,11,0B,11,0B,1C,0B,1C,
324096849,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
324097772,00000470,false,Rx,4,8,8B,1A,0B,1A,0B,1A,0B,1A,
324098662,00000463,false,Rx,4,8,8B,11,0B,13,0B,1E,0B,1D,
324099566,00000473,false,Rx,4,8,8B,1D,0B,1D,0B,1E,0B,1D,
324100568,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
324101562,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
324137502,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,12,0B,11,
324138401,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
324139384,000007E8,false,Rx,4,8,0C,ED,00,00,00,00,10,01,
324148137,0000046A,false,Rx,4,8,8B,0F,0B,0F,0B,1B,0B,1B,
324149036,0000047A,false,Rx,4,8,8B,18,0B,1B,0B,19,0B,18,
324150020,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
324156948,0000046C,false,Rx,4,6,8B,13,0B,11,0B,1C,00,00,
324157734,0000047C,false,Rx,4,6,8B,1D,0B,1D,0B,1C,00,00,
324158759,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
324161515,0000046D,false,Rx,4,6,8B,0D,0B,0D,0B,17,00,00,
324162312,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
324163327,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
324166533,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
324167340,0000047E,false,Rx,4,6,8B,2A,0B,26,0B,25,00,00,
324168364,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
324988383,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
325084879,00000460,false,Rx,4,6,8B,10,0B,0F,0B,18,00,00,
325085655,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
325086567,00000460,false,Rx,4,8,8B,08,0B,09,0B,12,0B,13,
325087478,00000460,false,Rx,4,8,8B,0F,0B,10,0B,1C,0B,1C,
325088411,00000470,false,Rx,4,8,8B,11,0B,12,0B,12,0B,11,
325089322,00000470,false,Rx,4,8,8B,1B,0B,1B,0B,1C,0B,1C,
325091063,00000460,false,Rx,4,8,8B,0D,0B,0F,0B,17,0B,18,
325092359,00000470,false,Rx,4,8,80,02,0B,19,0B,1A,0B,18,
325093747,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
325094751,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
325095845,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
325096940,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
325101594,00000463,false,Rx,4,8,8B,12,0B,12,0B,1D,0B,1E,
325102493,00000473,false,Rx,4,8,8B,1D,0B,1D,0B,1E,0B,1E,
325103488,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
325141183,00000468,false,Rx,4,8,8B,0A,0B,0A,0B,13,0B,12,
325142082,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
325143065,000007E8,false,Rx,4,8,0C,ED,00,00,00,00,10,01,
325151828,0000046A,false,Rx,4,8,8B,0F,0B,0D,0B,1A,0B,1C,
325152718,0000047A,false,Rx,4,8,8B,19,0B,17,0B,19,0B,1A,
325153701,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
325160658,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1C,00,00,
325161436,0000047C,false,Rx,4,6,8B,1E,0B,1D,0B,1C,00,00,
325162452,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
325165199,0000046D,false,Rx,4,6,8B,0D,0B,0D,0B,17,00,00,
325165997,0000047D,false,Rx,4,6,8B,17,0B,16,0B,16,00,00,
325167022,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
325170218,0000046E,false,Rx,4,6,8B,1B,0B,18,0B,28,00,00,
325170995,0000047E,false,Rx,4,6,8B,29,0B,27,0B,26,00,00,
325172028,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
325992984,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
326089488,00000460,false,Rx,4,6,8B,10,0B,0F,0B,18,00,00,
326090416,00000460,false,Rx,4,8,8B,0E,0B,0E,0B,18,0B,17,
326091329,00000460,false,Rx,4,8,8B,08,0B,08,0B,13,0B,12,
326092341,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
326093255,00000470,false,Rx,4,8,8B,12,0B,11,0B,12,0B,11,
326094176,00000470,false,Rx,4,8,80,02,0B,19,0B,1B,0B,19,
326095160,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
326096253,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
326097087,00000470,false,Rx,4,6,8B,19,0B,1A,0B,1A,00,00,
326106191,00000463,false,Rx,4,8,8B,12,0B,12,0B,1D,0B,1E,
326107091,00000473,false,Rx,4,8,8B,1D,0B,1E,0B,1E,0B,1D,
326108085,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
326111108,00000460,false,Rx,4,8,8B,0F,0B,0E,0B,1A,0B,1B,
